Univ_ZhT_Srce;Univ_ZhT_Strd;Univ_Eng;Status_ZhT;Status_Eng;Eng_Source
雙城師範講習所;雙城師範講習所;Shuangcheng Teachers' Workshop;;;
四川農學院;四川農學院;Sichuan Agricultural College;;;
四川甲種工業學校;四川甲種工業學校;Sichuan Class A Industrial School;;;
四川高等學堂;四川高等學堂;Sichuan Higher School;;;
四川實業學校;四川實業學校;Sichuan Industrial School;;;
四川法政學校;四川法政專門學校;Sichuan Institute of Political Science and Law;;;
四川法政專門學校政治經濟科;四川法政專門學校;Sichuan Institute of Political Science and Law;;;
四川講武堂;四川講武堂;Sichuan Lecture Hall;;;
四川講武學校;四川講武學校;Sichuan Military School;;;
四川泯江大學;四川泯江大學;Sichuan Minjiang University;;;
四川內江女子師範;四川內江女子師範;Sichuan Neijiang Women's Normal School;;;
四川教育學院;四川省立教育學院;Sichuan Provincial Education College;;;
四川省教育學院;四川省立教育學院;Sichuan Provincial Education College;;;
四川省立第一師範學校;四川省立第一師範學校;Sichuan Provincial First Normal School;;;
四川省立第四師範學校;四川省立第四師範學校;Sichuan Provincial Fourth Normal School;;;
四川公立外國語專門學校;四川公立外國語專門學校;Sichuan Public Foreign Language College;;;
四川公立工業專門學校;四川公立工業專門學校;Sichuan Public Industrial College;;;
四川公立法政專門學校;四川公立法政專門學校;Sichuan Public School of Law and Politics;;;
四川公立國學專門學校;四川公立國學專門學校;Sichuan Public School of Sinology;;;
四川大學;四川大學;Sichuan University;;;
四川大學文學院;四川大學;Sichuan University;;;
四川誌城法政專門學校;四川誌城法政專門學校;Sichuan Zhicheng School of Law and Politics;;;
矽酸鹽研究院;矽酸鹽研究院;Silicate Research Institute;;;
辛普森大學;辛普森大學;Simpson University;;;
中法工學院;中法工學院;Sino-French Institute of Technology;;;
中法大學;中法大學;Sino-French University;;;
中法大學西山分院;中法大學;Sino-French University;;;
日華學院;日華學院;Sino-Japanese College;;;
東吳大學;東吳大學;Soochow University;;;
莫斯哥中山勞動大學;東方勞動者共產主義大學;Soochow University;;;
上海南方大學;南方大學;Southern University;;;
華南女子文理學院;華南女子文理學院;South China Women's Liberal Arts College;;;
興安南省陸軍幼年學校;興安南省陸軍幼年學校;South Hinggan Army Infant School;;;
南滿洲工業專門學校;南滿洲工業專門學校;South Manchuria Technical College;;;
滿鐵公學堂;滿鐵公學堂;South Manchurian Railway Comapny College;;;
川南經緯學堂;川南經緯學堂;South Sichuan Jingwei School;;;
南偉烈大學;南偉烈大學;South Wales University;;;
東南醫學院;東南醫學院;Southeast Medical College;;;
上海東南體專等校;東南體專等校;Southeast Sports School;;;
東吳大學法學院;東吳大學;Soochow University;;;
上海東南女子體育專科學校;東南女子體育專科學校;Southeast Women's Sports Vocational School;;;
東南女子體育師範學校;東南女子體育師範學校;Southeast Women's Sports Normal School;;;
上海東南醫學院;東南醫學院;Southeast Medical College;;;
南方大學;南方大學;Southern University;;;
西南聯合大學;西南聯合大學;Southwest Associated University;;;
西南大學;西南聯合大學;Southwest Associated University;;;
西南聯大;西南聯大;Southwest Associated University;;;
體育學校;體育學校;Sports school;;;
聖約翰大學;聖約翰大學;Shengyuehan University;;;
聖芳濟高等商業專科學校;聖芳濟高等商業專科學校;St. Francis Xavier College of Business;;;
聖瑪利亞女校;聖瑪利亞女校;St. Mary's School for Girls;;;
參謀學院;參謀學院;Staff College;;;
石溪大學;石溪大學;Stony Brook University;;;
潛艇兵;潛艇兵;Submariner;;;
綏化師範學校;綏化師範學校;Suihua Normal School;;;
中山大學工學院;中山大學;Chung-shan University;;;
中山大學文學院;中山大學;Chung-shan University;;;
中山大學法學院;中山大學;Chung-shan University;;;
中山大學研究院;中山大學;Chung-shan University;;;
中山大學藥學院;中山大學;Chung-shan University;;;
中山大學農學院;中山大學;Chung-shan University;;;
上海蘇鬆太道立龍門師范學堂;蘇鬆太道立龍門師范學堂;Sushongtai Road Longmen Normal School;;;
蘇州中華體育專門學校;蘇州中華體育專門學校;Suzhou Chinese Sports College;;;
蘇州蕩口鎮華氏私立實用農業學校;蘇州蕩口鎮華氏私立實用農業學校;Suzhou Dangkou Town Huashi Private Practical Agricultural School;;;
蘇州醫學專門學校;蘇州醫學專門學校;Suzhou Medical College;;;
蘇州大學;蘇州大學;Suzhou University;;;
蘇州女子師範學校;蘇州女子師範學校;Suzhou Women's Normal School;;;
敘利恩繪畫研究所;敘利恩繪畫研究所;Syrian painting institute;;;
台南神學校;台南神學校;Tainan Theological School;;;
台北高等學校;台北高等學校;Taipei high school;;;
台北帝國大學;台北帝國大學;Taipei Imperial University;;;
台北工業學院;台北工業學院;Taipei Institute of Technology;;;
台北醫學專門學校;台北醫學專門學校;Taipei Medical College;;;
台灣省立農學院;台灣省立農學院;Taiwan Provincial Agricultural College;;;
台灣省立工學院;台灣省立工學院;Taiwan Provincial Institute of Technology;;;
台灣省立師範學院;台灣省立師範學院;Taiwan Provincial Teachers College;;;
台灣大學;台灣大學;Taiwan University;;;
唐山工專;唐山工業學校;Tangshan Industrial School;;;
戰車學校;戰車學校;Tank school;;;
塔郎脫高等林學院;塔郎脫高等林學院;Tarantau College of Higher Forestry;;;
農産部茶場;農産部茶場;Tea Farm of the Ministry of Agriculture;;;
電信學校;電信學校;Telecom School;;;
山東滕縣美立華北學院;滕縣美立華北學院;Tengxian Meili North China College;;;
革命軍第二師教道團修;革命軍第二師教道團修;The Second Division of the Revolutionary Army;;;
東三省軍士教道隊;東三省軍士教道隊;Three Northeastern Province Sergeant Missionary Team;;;
天津美術館附設西畫研究所;天津美術館附設西畫研究所;Tianjin Art Museum Western Painting Research Institute;;;
天津商業學校;天津商業學校;Tianjin Business School;;;
天津棉業專門學校;天津棉業專門學校;Tianjin Cotton Industry College;;;
天津華東日語專門學校;天津華東日語專門學校;Tianjin East China Japanese Language College;;;
天津高等師範學校;天津高等師範學校;Tianjin Higher Normal School;;;
天津弘德商科高級職業學校;天津弘德商科高級職業學校;Tianjin Hongde Business Advanced Vocational School;;;
天津工商學院;天津工商學院;Tianjin Industrial and Commercial College;;;
天津法政專門學校;天津法政專門學校;Tianjin Law and Politics College;;;
天津醫學堂;天津醫學堂;Tianjin Medical School;;;
天津海軍學校;天津海軍學校;Tianjin Naval Academy;;;
天津新學書院;天津新學書院;Tianjin New Knowledge Academy;;;
天津新醫學校;天津新醫學校;Tianjin New Medical School;;;
天津私立達生助產學校;天津私立達生助產學校;Tianjin Private Dasheng Midwifery School;;;
天津省立水產學校;天津省立水產學校;Tianjin Provincial Fisheries School;;;
天津公安局警察練習所;天津公安局警察練習所;Tianjin Public Security Bureau Police Practice Center;;;
天津工業專門學校;天津工業專門學校;Tianjin Technical College;;;
天津貞淑高等女學校;天津貞淑高等女學校;Tianjin Zhenshu High School for Girls;;;
鐵嶺日語學堂;鐵嶺日語學堂;Tieling Japanese Language School;;;
鐵嶺日語學校;鐵嶺日語學校;Tieling Japanese School;;;
鐵嶺師範學校;鐵嶺師範學校;Tieling Normal School;;;
鐵嶺協和學校;鐵嶺協和學校;Tieling Union School;;;
上海同德醫學院;同德醫學院;Tongde Medical College;;;
同濟大學;同濟大學;Tongji University;;;
上海同濟大學;同濟大學;Tongji University;;;
同濟大學工學院;同濟大學;Tongji University;;;
同濟大學醫學院;同濟大學;Tongji University;;;
上海同文書院;同文書院;Dobun sho-in;;;
清華大學國學研究院;清華大學;Tsinghua University;;;
清華大學政治系;清華大學;Tsinghua University;;;
清華大學法學院;清華大學;Tsinghua University;;;
清華大學研究院;清華大學;Tsinghua University;;;
東南大學;東南大學;Southeast University;;;
友聯學校;友聯學校;Union School;;;
萬國齒科專校;萬國齒科專校;Universal Dental School;;;
瓦沙女子大學;瓦沙女子大學;Vassar Women's University;;;
維多利亞大學;維多利亞大學;Victoria University;;;
維斯特拉高級軍官學校;維斯特拉高級軍官學校;Vistra Senior Military Academy;;;
王瑞嫻音樂館;王瑞嫻音樂館;Wang Ruixian Music Hall;;;
皖江法政專門學校;皖江法政專門學校;Wanjiang College of Law and Politics;;;
水利局立河海工程專門學校;水利局立河海工程專門學校;Water Conservancy Bureau Li River and Sea Engineering College;;;
維新學院;維新學院;Weixin College;;;
溫江大學;溫江大學;Wenjiang University;;;
文生高等英文學校;文生高等英文學校;Wensheng Higher English School;;;
文治大學;文治大學;Wenzhi University;;;
上海文治大學;文治大學;Wenzhi University;;;
溫州師範學校;溫州師範學校;Wenzhou Normal School;;;
華西協合大學;華西協合大學;West China Union University;;;
華西大學;華西大學;West China University;;;
懷德女子師範學校;懷德女子師範學校;Wilder Girls' Normal School;;;
維利弗治總醫院;維利弗治總醫院;Williford General Hospital;;;
女子師範大學;女子師範大學;Women's Normal University;;;
女子師範學院;女子師範學院;Women's Teachers College;;;
半工半讀;半工半讀;Work and study program;;;
武昌佛學院;武昌佛學院;Wuchang Buddhist College;;;
武昌甲種工業學校;武昌甲種工業學校;Wuchang Class A Industrial School;;;
武昌國立商業專門學校;武昌國立商業專門學校;Wuchang National Commercial College;;;
武漢大學代辦湖北省立教育學院鄉村教育系;武漢大學;Wuhan University;;;
武漢大學堂;武漢大學;Wuhan University;;;
武漢大學法學院;武漢大學;Wuhan University;;;
武漢大學研究院;武漢大學;Wuhan University;;;
武漢大學經濟系;武漢大學;Wuhan University;;;
武昌大學;武昌大學;Wuchang University;;;
武昌文華大學;武昌文華大學;Wuchang Wenhua University;;;
武昌中華大學;武昌中華大學;Wuchang Zhonghua University;;;
武昌商大;武昌商科大學;Wuchang School of Commerce;;;
武淮中學;武淮中學;Wujin Middle School;;;
武漢大學;武漢大學;Wuhan University;;;
武進縣立師范;武進縣立師范學校;Wujin County Normal School;;;
上海民立中學;民立中學;Minli Middle School;;;
上海吳淞中國公學大學部;吳淞中國公學大學部;Wusong China Public School University Department;;;
吳淞水產學校;吳淞水產學校;Wusong Fisheries School;;;
上海吳淞復旦公學;吳淞復旦公學;Wusong Fudan Public School;;;
吳淞商船學校;吳淞商船學校;Wusong Merchant Shipping School;;;
無錫美術專門學校;無錫美術專門學校;Wuxi Art College;;;
無錫女子師範學校;無錫女子師範學校;Wuxi Girls' Normal School;;;
無錫國專;無錫國術專修學校;Wuxi National Martial Arts Vocational School;;;
無錫公立工商專科學校;無錫公立工商專科學校;Wuxi Public Business College;;;
梧州幹部學校;梧州幹部學校;Wuzhou Cadre School;;;
梧州建道女子師範學校;梧州建道女子師範學校;Wuzhou Jiandao Girls' Normal School;;;
廈門大學商學系;廈門大學;Xiamen University;;;
廈門大學法商學院;廈門大學;Xiamen University;;;
湘雅醫學院;湘雅醫學院;Xiangya Medical College;;;
湘雅醫科大學;湘雅醫科大學;Xiangya Medical University;;;
湘雅產科學校;湘雅產科學校;Xiangya Obstetrics School;;;
仙居縣立師範學校;仙居縣立師範學校;Xianju County Normal School;;;
西豐縣立高級師範學校;西豐縣立高級師範學校;Xifeng County Senior Normal School;;;
西康技藝專科學校;西康技藝專科學校;Xikang Technical College;;;
興安軍官學校;興安軍官學校;Xing'an Military Academy;;;
興安第一師範學校;興安第一師範學校;Xing'an No. 1 Normal School;;;
興安公學堂;興安公學堂;Xing'an Public School;;;
興津園藝試驗場;興津園藝試驗場;Xingjin Horticulture Test Field;;;
新華藝專;新華藝專;Xinhua Art College;;;
上海新華藝專;新華藝術專科學校;Xinhua Art Vocational School;;;
上海新華藝術專科學校;新華藝術專科學校;Xinhua Art Vocational School;;;
新京文化商業學校;新京文化商業學校;Xinjing Culture and Business School;;;
新京文化國民高等學校;新京文化國民高等學校;Xinjing Culture National High School;;;
新京教員養成所;新京教員養成所;Xinjing Faculty Training Institute;;;
新京工業學院;新京工業學院;Xinjing Institute of Technology;;;
新京留學生豫備學校;新京留學生豫備學校;Xinjing International Students Preparatory School;;;
新京公學校;新京公學校;Xinjing Public School;;;
新京第二國民高等學校;新京第二國民高等學校;Xinjing Second National High School;;;
新民師範學校;新民師範學校;Xinmin Normal School;;;
新民大學;新民大學;Xinmin University;;;
新聲女子職業學校;新聲女子職業學校;Xinsheng Girls' Vocational School;;;
新陽學院;新陽學院;Xinyang College;;;
心遠大學;心遠大學;Xinyuan University;;;
熊嶽城滿鐵農業學校;熊嶽城滿鐵農業學校;Xiongyuecheng Mantie Agricultural School;;;
宣化師範學校;宣化師範學校;Xuanhua Normal School;;;
上海徐匯公學;徐匯公學;Xuhui Public School;;;
上海徐家匯公學;徐家匯公學;Xujiahui Public School;;;
徐梁畫院;徐梁畫院;Xuliang Painting Academy;;;
雅禮大學;雅禮大學;Yali University;;;
延吉師範學校;延吉師範學校;Yanji Normal School;;;
燕京大學法學院;燕京大學;Yanjing University;;;
煙台海軍學校;煙台海軍學校;Yantai Naval School;;;
煙台益文商專科學校;煙台益文商專科學校;Yantai Yiwen Commercial College;;;
上海藥治大學;藥治大學;Yaoshi University;;;
宜昌華美書院;宜昌華美書院;Yichang Huamei Academy;;;
穎布露農學院;穎布露農學院;Ying Brou Agricultural College;;;
營口商業學校;營口商業學校;Yingkou Business School;;;
營口師範學校;營口師範學校;Yingkou Normal School;;;
英士大學;英士大學;Yingshi University;;;
宜興農林學校;宜興農林學校;Yixing Agriculture and Forestry School;;;
苑街華僑女子醫專;苑街華僑女子醫專;Yuan Street Overseas Chinese Women's Medical College;;;
粵漢鐵路電務講習所;粵漢鐵路電務講習所;Yue-han Railway Electricity Workshop;;;
雲南陸軍講武堂;雲南陸軍講武堂;Yunnan Army Lecture Hall;;;
雲南甲種工業學校;雲南甲種工業學校;Yunnan First Class Industrial School;;;
雲南軍事教道隊;雲南軍事教道隊;Yunnan Military Taoist Team;;;
雲南市政府技術人員養成所;雲南市政府技術人員養成所;Yunnan Municipal Government Technical Personnel Training Institute;;;
雲南師範學校;雲南師範學校;Yunnan Normal School;;;
雲南省公費留美預備班;雲南省公費留美預備班;Yunnan Province Preparatory Class to Study in the United States;;;
雲南省立第一師範學校;雲南省立第一師範學校;Yunnan Provincial First Normal School;;;
雲南法政學校;雲南省立法政專門學校;Yunnan Provincial Law and Politics Vocational School;;;
雲南法政專校;雲南省立法政專門學校;Yunnan Provincial Law and Politics Vocational School;;;
雲南公立法政專門學校;雲南公立法政專門學校;Yunnan Public School of Law and Politics;;;
雲南大學;雲南大學;Yunnan University;;;
雲南省女子師範學校;雲南省女子師範學校;Yunnan Women's Normal School;;;
上海聖芳濟學院;聖芳濟學院;Franciscan College;;;
上海育青中學;育青中學;Yuqing Middle School;;;
郁文大學;郁文大學;Yuwen University;;;
上海張方速記學校;張方速記學校;Zhang Fang Stenography School;;;
昭武農業學校;昭武農業學校;Zhaowu Agricultural School;;;
浙江自治專學院;浙江自治專學院;Zhejiang Autonomous College;;;
浙江甲種工業學校;浙江甲種工業學校;Zhejiang Class A Industrial School;;;
浙江高等學校;浙江高等學校;Zhejiang College;;;
浙江廣濟醫專;浙江廣濟醫專;Zhejiang Guangji Medical College;;;
浙江醫藥專科學校;浙江醫藥專科學校;Zhejiang Medical College;;;
浙江武備學堂;浙江武備學堂;Zhejiang Military Academy;;;
浙北職業學校;浙北職業學校;Zhejiang North Vocational School;;;
浙江警校;浙江高等警官學校;Zhejiang Police Academy;;;
浙江省立高級蠶桑科;浙江省立高級蠶桑科;Zhejiang Provincial Advanced Sericulture;;;
浙江省立商業學校;浙江省立商業學校;Zhejiang Provincial Business School;;;
浙江師范學校;浙江省立師范學校;Zhejiang Provincial Normal School;;;
浙江第八師範;浙江省立第八師範;Zhejiang Provincial Eighth Normal School;;;
浙江省立第五師範學校;浙江省立第五師範學校;Zhejiang Provincial Fifth Normal School;;;
浙江省立第一師範學校;浙江省立第一師範學校;Zhejiang Provincial First Normal School;;;
浙江第三師范;浙江省立第三師范;Zhejiang Provincial Third Normal School;;;
浙江省立水產學校;浙江省立水產學校;Zhejiang Provincial Fisheries School;;;
浙江省立女子師範學校;浙江省立女子師範學校;Zhejiang Provincial Girls' Normal School;;;
浙江省立第一師范;浙江省立第一師范學校;Zhejiang Provincial First Normal School;;;
浙江省立地方自治學校;浙江省立地方自治學校;Zhejiang Provincial Local Autonomous School;;;
浙江省立醫藥專科學校;浙江省立醫藥專科學校;Zhejiang Provincial Medical College;;;
浙江省立助產學校;浙江省立助產學校;Zhejiang Provincial Midwifery School;;;
浙江省立第九師範學校;浙江省立第九師範學校;Zhejiang Provincial Ninth Normal School;;;
浙江法政學校;浙江省立法政專門學校;Zhejiang Provincial Law and Politics Vocational School;;;
浙江法政專門學校;浙江省立法政專門學校;Zhejiang Provincial Law and Politics Vocational School;;;
浙江省政法專門學校;浙江省立法政專門學校;Zhejiang Provincial Law and Politics Vocational School;;;
浙江省立治蟲人員養成所;浙江省立治蟲人員養成所;Zhejiang Provincial Pest Control Personnel Training Institute;;;
浙江省立警官學校;浙江省立警官學校;Zhejiang Provincial Police Academy;;;
浙江省立第十師範學校;浙江省立第十師範學校;Zhejiang Provincial Tenth Normal School;;;
浙江第五師范;浙江省立第五師范;Zhejiang Provincial Fifth Normal School;;;
浙江省立女子產科職校;浙江省立女子產科職校;Zhejiang Provincial Women's Obstetrics Vocational School;;;
浙江省立女子蠶桑講習所;浙江省立女子蠶桑講習所;Zhejiang Provincial Women's Sericulture Workshop;;;
浙江公立農業專門學校;浙江公立農業專門學校;Zhejiang Public Agricultural College;;;
浙江公立工業專門學校;浙江公立工業專門學校;Zhejiang Public Industrial College;;;
浙江大學研究院;浙江大學;Chekiang University;;;
浙江大學高級職業學校;浙江大學;Chekiang University;;;
浙江公立醫學專門學校;浙江公立醫學專門學校;Zhejiang Public Medical College;;;
浙江公立法政專門學校;浙江公立法政專門學校;Zhejiang Public School of Law and Politics;;;
浙江紹興縣立女子師範學校;浙江紹興縣立女子師範學校;Zhejiang Shaoxing County Girls' Normal School;;;
浙江體育專門學校;浙江體育專門學校;Zhejiang Sports College;;;
浙江兩級師範學校;浙江兩級師範學校;Zhejiang Two-level Normal School;;;
之江文理學院;之江大學;Hangzhou University;;;
浙江之江大學;之江大學;Hangzhou University;;;
浙江永康縣立中學舊制;浙江永康縣立中學;Zhejiang Yongkang County Middle School;;;
浙江省立商科;浙江省立商業專科學校;Zhejiang Provincial Commercial Vocational School;;;
上海震旦學院;震旦學院;Zhendan College;;;
上海震旦大學;震旦大學;Aurora University;;;
武昌中華大學商學院;武昌中華大學;Wuchang Zhonghua University;;;
武昌中華大學文學院;武昌中華大學;Wuchang Zhonghua University;;;
上海正風文學院;正風文學院;Zhengfeng College of Literature;;;
鎮江師範學校;鎮江師範學校;Zhenjiang Normal School;;;
鎮江女子職業學校;鎮江女子職業學校;Zhenjiang Women's Vocational School;;;
直隸第一女子師範學校;直隸第一女子師範學校;Zhili First Women's Normal School;;;
直隸高等工業學堂;直隸高等工業學堂;Zhili Higher Industrial School;;;
直隸高等學堂;直隸高等學堂;Zhili Higher School;;;
直隸省立第一師範學校;直隸省立第一師範學校;Zhili Provincial First Normal School;;;
直隸省立第二師範學校;直隸省立第二師範學校;Zhili Provincial Second Normal School;;;
直隸公立農業專門學校;直隸公立農業專門學校;Zhili Public Agricultural College;;;
直隸公立工業專門學校;直隸公立工業專門學校;Zhili Public Industrial College;;;
直隸公立醫學專門學校;直隸公立醫學專門學校;Zhili Public Medical College;;;
直隸公立法政專門學校;直隸公立法政專門學校;Zhili Public School of Law and Politics;;;
持誌學院;持誌學院;Zhizhi College;;;
中華大學附高中;中華大學高中;Zhonghua High School;;;
中華職業學校;中華職業學校;Zhonghua Vocational School;;;
中華職業校;中華職業學校;Zhonghua Vocational School;;;
仲愷農業工程學院;仲愷農業工程學院;Zhongkai University of Agriculture Engineering;;;
中山縣立舊制中學;中山縣立中學;Zhongshan County Middle School;;;
中山縣縣立中學;中山縣立中學;Zhongshan County Middle School;;;
中山大學;中山大學;Chung-shan University;;;
中州大學;中州大學;Zhongzhou University;;;
莊河縣立師範學校;莊河縣立師範學校;Zhuanghe County Normal School;;;
資甯軍官學校;資寧軍官學校;Zining Military Officer School;;;
資中中學;資中縣立中;Zizhong County Middle School;;;
北京師範大學教育研究院;北京師範大學;Beijing Normal University;;;
青島大學醫學院;青島大學醫學院;Qingdao University, Qingdao Medical College;;;
遼陽商業學校;遼陽商業學校;Liaoyang Commercial School;;;
上海中學;上海中學;Shanghai Middle School;;;Claude Sonnet 5 (compositional)
上海中法專門學校;上海中法專門學校;Shanghai Franco-Chinese Vocational College;;;Claude Sonnet 5 (compositional)
上海商業學校;上海商業學校;Shanghai Commercial School;;;Claude Sonnet 5 (compositional)
上海商科大學;上海商科大學;Shanghai Business University;;;Claude Sonnet 5 (compositional)
上海女子中學;上海女子中學;Shanghai Girls' Middle School;;;Claude Sonnet 5 (compositional)
上海政法大學;上海政法大學;Shanghai Politics and Law University;;;Claude Sonnet 5 (compositional)
上海政法學院;上海政法學院;Shanghai Politics and Law College;;;Claude Sonnet 5 (compositional)
上海法政學校;上海法政學校;Shanghai Law and Politics School;;;Claude Sonnet 5 (compositional)
上海法政專門學校;上海法政專門學校;Shanghai Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
上海法文書館;上海法文書館;Shanghai French Institute;;;Claude Sonnet 5 (compositional)
上海法科大學;上海法科大學;Shanghai Law University;;;Claude Sonnet 5 (compositional)
上海無線電專校;上海無線電專校;Shanghai Wireless Radio Vocational College;;;Claude Sonnet 5 (compositional)
上海獸醫專科學校;上海獸醫專科學校;Shanghai Veterinary Vocational School;;;Claude Sonnet 5 (compositional)
上海監務專校;上海監務專校;Shanghai Prison Administration Vocational College;;;Claude Sonnet 5 (compositional)
上海美術專門學校;上海美術專門學校;Shanghai Fine Arts Vocational College;;;Claude Sonnet 5 (compositional)
上海電報傳習所;上海電報傳習所;Shanghai Telegraph Training Institute;;;Claude Sonnet 5 (compositional)
上海電報學堂;上海電報學堂;Shanghai Telegraph School;;;Claude Sonnet 5 (compositional)
上海電報專門學校;上海電報專門學校;Shanghai Telegraph Vocational College;;;Claude Sonnet 5 (compositional)
上海電報高等學堂;上海電報高等學堂;Shanghai Telegraph Higher School;;;Claude Sonnet 5 (compositional)
上海體育專門學校;上海體育專門學校;Shanghai Physical Education Vocational College;;;Claude Sonnet 5 (compositional)
中法中學;中法中學;Franco-Chinese Middle School;;;Claude Sonnet 5 (compositional)
丹陽中學;丹陽中學;Danyang Middle School;;;Claude Sonnet 5 (compositional)
丹陽縣立甲種師范學校;丹陽縣立甲種師范學校;Danyang County Grade A Normal School;;;Claude Sonnet 5 (compositional)
丹陽縣立高小;丹陽縣立高小;Danyang County Higher Primary School;;;Claude Sonnet 5 (compositional)
交通行政講習所;交通行政講習所;Transportation Administration Training Institute;;;Claude Sonnet 5 (compositional)
京師公立第一中學;京師公立第一中學;Capital Public First Middle School;;;Claude Sonnet 5 (compositional)
京師公立第三中學;京師公立第三中學;Capital Public Third Middle School;;;Claude Sonnet 5 (compositional)
京師公立第十八高小;京師公立第十八高小;Capital Public Eighteenth Higher Primary School;;;Claude Sonnet 5 (compositional)
京師公立第四師范;京師公立第四師范;Capital Public Fourth Normal School;;;Claude Sonnet 5 (compositional)
京師法政學堂;京師法政學堂;Capital Law and Politics School;;;Claude Sonnet 5 (compositional)
公立法專;公立法專;Public Law Vocational College;;;Claude Sonnet 5 (compositional)
公立法政專門學校;公立法政專門學校;Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
北京交通行政講習所;北京交通行政講習所;Beijing Transportation Administration Training Institute;;;Claude Sonnet 5 (compositional)
北京公立法政專校;北京公立法政專校;Beijing Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
北京司法講習所;北京司法講習所;Beijing Judicial Training Institute;;;Claude Sonnet 5 (compositional)
北京商業學校;北京商業學校;Beijing Commercial School;;;Claude Sonnet 5 (compositional)
北京商業專校;北京商業專校;Beijing Commercial Vocational College;;;Claude Sonnet 5 (compositional)
北京商業專門學校;北京商業專門學校;Beijing Commercial Vocational College;;;Claude Sonnet 5 (compositional)
北京國民大學;北京國民大學;Beijing National University;;;Claude Sonnet 5 (compositional)
北京女子大學;北京女子大學;Beijing Girls' University;;;Claude Sonnet 5 (compositional)
北京女子文理學院;北京女子文理學院;Beijing Girls' Arts and Sciences College;;;Claude Sonnet 5 (compositional)
北京工業大學;北京工業大學;Beijing Industrial University;;;Claude Sonnet 5 (compositional)
北京工業專門學校;北京工業專門學校;Beijing Industrial Vocational College;;;Claude Sonnet 5 (compositional)
北京市立會計學校;北京市立會計學校;Beijing Municipal Accounting School;;;Claude Sonnet 5 (compositional)
北京市立第五中學;北京市立第五中學;Beijing Municipal Fifth Middle School;;;Claude Sonnet 5 (compositional)
北京市立高級工業職業學校;北京市立高級工業職業學校;Beijing Municipal Senior Industrial Vocational School;;;Claude Sonnet 5 (compositional)
北京市立高級職校;北京市立高級職校;Beijing Municipal Senior Vocational School;;;Claude Sonnet 5 (compositional)
北京師范學堂;北京師范學堂;Beijing Normal School;;;Claude Sonnet 5 (compositional)
北京政法大學;北京政法大學;Beijing Politics and Law University;;;Claude Sonnet 5 (compositional)
北京政法專門學校;北京政法專門學校;Beijing Politics and Law Vocational College;;;Claude Sonnet 5 (compositional)
北京法律學堂;北京法律學堂;Beijing Law School;;;Claude Sonnet 5 (compositional)
北京法政大學;北京法政大學;Beijing Law and Politics University;;;Claude Sonnet 5 (compositional)
北京法政學校;北京法政學校;Beijing Law and Politics School;;;Claude Sonnet 5 (compositional)
北京法政專校;北京法政專校;Beijing Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
北京法政講習所;北京法政講習所;Beijing Law and Politics Training Institute;;;Claude Sonnet 5 (compositional)
北京法文大學;北京法文大學;Beijing French University;;;Claude Sonnet 5 (compositional)
北京私立中法大學;北京私立中法大學;Beijing Private Franco-Chinese University;;;Claude Sonnet 5 (compositional)
北京稅務專門學校;北京稅務專門學校;Beijing Customs Vocational College;;;Claude Sonnet 5 (compositional)
北京第一中學;北京第一中學;Beijing First Middle School;;;Claude Sonnet 5 (compositional)
北京美術學校;北京美術學校;Beijing Fine Arts School;;;Claude Sonnet 5 (compositional)
北京美術學院;北京美術學院;Beijing Fine Arts College;;;Claude Sonnet 5 (compositional)
北京美術專校;北京美術專校;Beijing Fine Arts Vocational College;;;Claude Sonnet 5 (compositional)
北京藝術專門學校;北京藝術專門學校;Beijing Art Vocational College;;;Claude Sonnet 5 (compositional)
北京農業專門學校;北京農業專門學校;Beijing Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
北京郵電專門學校;北京郵電專門學校;Beijing Postal and Telegraph Vocational College;;;Claude Sonnet 5 (compositional)
北京醫學專校;北京醫學專校;Beijing Medical Vocational College;;;Claude Sonnet 5 (compositional)
北京醫學專門學校;北京醫學專門學校;Beijing Medical Vocational College;;;Claude Sonnet 5 (compositional)
北京鐵路大學;北京鐵路大學;Beijing Railway University;;;Claude Sonnet 5 (compositional)
北京鐵路學院;北京鐵路學院;Beijing Railway College;;;Claude Sonnet 5 (compositional)
北京體專;北京體專;Beijing Physical Education College;;;Claude Sonnet 5 (compositional)
北京高等師范學校;北京高等師范學校;Beijing Higher Normal School;;;Claude Sonnet 5 (compositional)
北京高等警務學堂;北京高等警務學堂;Beijing Higher Police Affairs School;;;Claude Sonnet 5 (compositional)
北京高級商業學校;北京高級商業學校;Beijing Senior Commercial School;;;Claude Sonnet 5 (compositional)
北京高級師范學校;北京高級師范學校;Beijing Senior Normal School;;;Claude Sonnet 5 (compositional)
北京鹽務專門學校;北京鹽務專門學校;Beijing Salt Administration Vocational College;;;Claude Sonnet 5 (compositional)
南京中學;南京中學;Nanjing Middle School;;;Claude Sonnet 5 (compositional)
南京中學校;南京中學校;Nanjing Middle School;;;Claude Sonnet 5 (compositional)
南京公立工業專門學校;南京公立工業專門學校;Nanjing Public Industrial Vocational College;;;Claude Sonnet 5 (compositional)
