Discipline_ZhS_Srce,Discipline_ZhT_Srce,Discipline_Level2,Discipline_Level2_Strd,Discipline_Level1,Discipline_Level1_Strd,Discipline_Level0,Discipline_Level0_ZhT,Level1_code,,,,
测量学系,測量學系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营建,營建,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营建学,營建學,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营建学系,營建學系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营建工程,營建工程,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营建系,營建系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
营造系,營造系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理学院土木学系,理學院土木學系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理工学院土木学系,理工學院土木學系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理工学院土木工程学系,理工學院土木工程學系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理工学院土木工程系,理工學院土木工程系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理工学院土木工程系一年,理工學院土木工程系一年,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
理工学院土木系,理工學院土木系,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
结构系,結構系,Civil Engineering,水木工程,Engineering Sciences,工程科學,Science,科學,PSC,,,,
道路工程,道路工程,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
高职土木,高職土木,Civil Engineering,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
C.E,C.E,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
C.E.,C.E.,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
CIVIL ENGINEERING,CIVIL ENGINEERING,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
专土,專土,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 一年,工 土木工程 一年,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 一年级,工 土木工程 一年級,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 一年级 第一学期,工 土木工程 一年級 第一學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 一年级 第二学期,工 土木工程 一年級 第二學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 三年级 第一学期,工 土木工程 三年級 第一學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 乙,工 土木工程 乙,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 二年级 第二学期,工 土木工程 二年級 第二學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木工程 四年级 第一学期,工 土木工程 四年級 第一學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木系 一年,工 土木系 一年,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 土木系 乙,工 土木系 乙,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 建筑工程 一年,工 建築工程 一年,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 建筑工程 一年级 第二学期,工 建築工程 一年級 第二學期,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工 建筑工程 乙,工 建築工程 乙,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工_土木,工_土木,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工_土木工程,工_土木工程,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
工_土木工程学系,工_土木工程學系,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
"理预
土木","理預
土木",Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
"理预
土木门","理預
土木門",Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
预科二 工本土木,預科二 工本土木,Civil Engineering ,土木工程,Engineering Sciences,工程科學,Engineering,工程,ENG,,,,
ART ECONOMICS,ART ECONOMICS,Economics,經濟學,Humanities and Social Sciences,人文學科,Humanities and Social Sciences,人文社會科學,SSC,,,,
保送文学院政治经济系,保送文學院政治經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
化学政经济,化學政經濟,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
史学与政治主系经济副系,史學與政治主系經濟副系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
商学院经济学系,商學院經濟學系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
商学院经济学系二年级,商學院經濟學系二年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
商业经济系,商業經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
国际经济学部,國際經濟學部,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
土地经济,土地經濟,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
土地经济系,土地經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
土经,土經,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
土经系,土經系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治经济学,政治經濟學,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
政治经济科,政治經濟科,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文；经济,文；經濟,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文（政治）,文（政治）,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文（经济系）,文（經濟系）,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学系政治系转经济系,文學系政治系轉經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院，后转入农学院农业经济系,文學院，後轉入農學院農業經濟系,Economics,經濟學,Humanities and Social Sciences,人文學科,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院中国经济学系一年级,文學院中國經濟學系一年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系哲学组转文学院政经系政治组,文學院哲心系哲學組轉文學院政經系政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系心理组转文学院政经系政治组,文學院哲心系心理組轉文學院政經系政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院商学经济系,文學院商學經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院外文系转文学院政治经济系经济组,文學院外文系轉文學院政治經濟系經濟組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院外文系转文学院政经系,文學院外文系轉文學院政經系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治,文學院政治,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治组,文學院政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治经济学系经济学组,文學院政治經濟學系經濟學組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治经济系,文學院政治經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治经济系政治组,文學院政治經濟系政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治经济系经济组,文學院政治經濟系經濟組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政治经济系转政治系,文學院政治經濟系轉政治系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系,文學院政經系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系政治组,文學院政經系政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系经济系,文學院政經系經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系经济组,文學院政經系經濟組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系转政治系,文學院政經系轉政治系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院政经系转政治组,文學院政經系轉政治組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学经济学,文學院社會學經濟學,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济,文學院經濟,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济儿童福利学系,文學院經濟兒童福利學系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济商学系,文學院經濟商學系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济学系,文學院經濟學系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济系,文學院經濟系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济系二年,文學院經濟系二年,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济系四年级上,文學院經濟系四年級上,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济系转农学院农业工程系,文學院經濟系轉農學院農業工程系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院经济组,文學院經濟組,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院中国经济学系一年级,文法學院中國經濟學系一年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院经济学系,文法學院經濟學系,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院经济学系一年级,文法學院經濟學系一年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院经济学系三年级,文法學院經濟學系三年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院经济学系二年级,文法學院經濟學系二年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院经济学习二年级,文法學院經濟學習二年級,Economics,經濟學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
